artist,album,date,week_num,meta_score,user_score
k.d. lang,Hymns Of The 49th Parallel,"July 27, 2004",31,67,69
Seachange,Lay Of The Land,"April 6, 2004",15,67,69
Lostprophets,Start Something,"February 3, 2004",6,67,69
The Finn Brothers,Everyone Is Here,"August 24, 2004",35,67,69
The Fiery Furnaces,Blueberry Boat,"July 13, 2004",29,67,69
Ludacris,The Red Light District,"December 7, 2004",50,67,69
Matt Pond,Emblems,"May 18, 2004",21,67,69
Silkworm,It'll Be Cool,"September 14, 2004",38,67,69
Joan of Arc,"Joan Of Arc, Dick Cheney, Mark Twain...","August 24, 2004",35,67,69
The Get Up Kids,Guilt Show,"March 2, 2004",10,67,69
Indigo Girls,All That We Let In,"February 17, 2004",8,67,69
Elf Power,Walking With The Beggar Boys,"April 6, 2004",15,67,69
Frausdots,"Couture, Couture, Couture","September 28, 2004",40,67,69
The Cure,"Join The Dots: B-Sides And Rarities, 1978-2001","January 27, 2004",5,67,69
Blues Explosion,Damage,"September 28, 2004",40,67,69
Two Lone Swordsmen,From The Double Gone Chapel,"June 1, 2004",23,67,69
Orbital,Blue Album,"August 10, 2004",33,67,69
Hanson,Underneath,"April 20, 2004",17,67,69
Frank Black,Frank Black Francis,"October 12, 2004",42,67,69
Beenie Man,Back To Basics,"July 13, 2004",29,67,69
Hope Of The States,Lost Riots,"October 5, 2004",41,67,69
Northern State,All City,"August 17, 2004",34,67,69
Aerosmith,Honkin' On Bobo,"March 30, 2004",14,67,69
Melissa Etheridge,Lucky,"February 10, 2004",7,67,69
Styrofoam,Nothing's Lost,"November 30, 2004",49,67,69
John Frusciante,The Will To Death,"June 22, 2004",26,67,69
N.E.R.D,Fly Or Die,"March 23, 2004",13,67,69
Eric Clapton,Me & Mr Johnson,"March 30, 2004",14,67,69
Nancy Sinatra,Nancy Sinatra,"September 28, 2004",40,67,69
Camper Van Beethoven,New Roman Times,"October 12, 2004",42,67,69
Tortoise,It's All Around You,"April 6, 2004",15,67,69
Zero 7,When It Falls,"March 2, 2004",10,67,69
William Shatner,Has Been,"October 5, 2004",41,67,69
Angie Stone,Stone Love,"July 6, 2004",28,67,69
Brand Nubian,Fire In The Hole,"August 10, 2004",33,67,69
The Church,Forget Yourself,"February 3, 2004",6,67,69
Sigur Rós,Von,"October 26, 2004",44,67,69
Nelly,Sweat,"September 14, 2004",38,67,69
Memphis,I Dreamed We Fell Apart,"September 21, 2004",39,67,69
Lamb,Between Darkness & Wonder,"February 24, 2004",9,67,69
Midnight Movies,Midnight Movies,"August 31, 2004",36,67,69
Diana Krall,The Girl In The Other Room,"April 27, 2004",18,67,69
Anita Baker,My Everything,"September 7, 2004",37,67,69
Ani DiFranco,Educated Guess,"January 20, 2004",4,67,69
The Killers,Hot Fuss,"June 15, 2004",25,56,80
UNKLE,Never Never Land,"October 26, 2004",44,56,80
LL Cool J,The DEFinition,"August 31, 2004",36,56,80
Manic Street Preachers,Lifeblood,"November 1, 2004",45,56,80
Simple Plan,Still Not Getting Any,"October 26, 2004",44,56,80
Lloyd Banks,The Hunger For More,"June 29, 2004",27,56,80
Twista,Kamikaze,"January 27, 2004",5,56,80
Statistics,Leave Your Name,"January 20, 2004",4,56,80
Incubus,A Crow Left Of The Murder,"February 3, 2004",6,56,80
Talib Kweli,The Beautiful Struggle,"September 28, 2004",40,56,80
R. Kelly,Happy People / U Saved Me,"August 24, 2004",35,56,80
Clinic,Winchester Cathedral,"August 24, 2004",35,56,80
I Am The World Trade Center,The Cover Up,"June 29, 2004",27,56,80
Rachel Goswell,Waves Are Universal,"June 22, 2004",26,56,80
Broken Spindles,Fulfilled/Complete,"May 4, 2004",19,56,80
The Fever,Red Bedroom,"May 18, 2004",21,56,80
Kinski,Don't Climb On And Take The Holy Water,"May 4, 2004",19,56,80
Phantom Planet,Phantom Planet,"January 6, 2004",2,56,80
Handsome Boy Modeling School,White People,"November 9, 2004",46,56,80
Le Tigre,This Island,"October 19, 2004",43,56,80
The Cardigans,Long Gone Before Daylight,"May 25, 2004",22,56,80
Afrika Bambaataa,Dark Matter: Moving At The Speed Of Light,"October 26, 2004",44,56,80
Earlimart,Treble & Tremble,"September 28, 2004",40,56,80
Trans Am,Liberation,"February 17, 2004",8,56,80
Fantômas,Delirium Cordia,"January 27, 2004",5,56,80
Sahara Hotnights,Kiss & Tell,"July 27, 2004",31,56,80
These Arms Are Snakes,Oxeneers Or The Lion Sleeps When Its Antelope Go,"September 21, 2004",39,56,80
Chicks On Speed,99 Cents,"November 2, 2004",45,56,80
Avril Lavigne,Under My Skin,"May 25, 2004",22,56,80
Mary Lou Lord,Baby Blue,"March 9, 2004",11,56,80
"Volcano, I'm Still Excited!!","Volcano, I'm Still Excited!!","February 17, 2004",8,56,80
Velvet Revolver,Contraband,"June 8, 2004",24,56,80
The Sunshine Fix,Green Imagination,"August 17, 2004",34,56,80
Tears For Fears,Everybody Loves A Happy Ending,"September 14, 2004",38,56,80
Beans,Shock City Maverick,"October 19, 2004",43,56,80
Razorlight,Up All Night,"October 26, 2004",44,56,80
Joss Stone,Mind Body & Soul,"September 28, 2004",40,56,80
The Used,In Love And Death,"September 28, 2004",40,56,80
Liars,"They Were Wrong, So We Drowned","February 24, 2004",9,56,80
Eminem,Encore,"November 12, 2004",46,56,80
The X-Ecutioners,Revolutions,"June 8, 2004",24,56,80
Bumblebeez 81,Printz,"May 25, 2004",22,56,80
Macha,Forget Tomorrow,"August 3, 2004",32,56,80
Sum 41,Chuck,"October 12, 2004",42,56,80
Mobb Deep,Amerikaz Nightmare,"August 10, 2004",33,56,80
Athlete,Vehicles & Animals,"May 18, 2004",21,56,80
Blondie,The Curse Of Blondie,"April 6, 2004",15,56,80
Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,"November 16, 2004",47,56,80
Mono,"Walking Cloud And Deep Red Sky, Flag Fluttered And The Sun Shined","October 5, 2004",41,56,80
The Coral,Nightfreak And The Sons Of Becker [EP],"January 26, 2004",5,56,80
Preston School Of Industry,Monsoon,"February 17, 2004",8,56,80
The Thrills,Let's Bottle Bohemia,"September 14, 2004",38,56,80
Auf Der Maur,Auf Der Maur,"June 1, 2004",23,56,80
Mull Historical Society,This Is Hope,"July 19, 2004",30,56,80
Kylie Minogue,Body Language,"February 10, 2004",7,56,80
Cypress Hill,Till Death Do Us Part,"March 23, 2004",13,56,80
Dilated Peoples,Neighborhood Watch,"April 6, 2004",15,56,80
The (International) Noise Conspiracy,Armed Love,"July 26, 2004",31,56,80
Nelly,Suit,"September 14, 2004",38,56,80
A Perfect Circle,eMOTIVe,"November 2, 2004",45,56,80
Sparta,Porcelain,"July 13, 2004",29,56,80
The Hiss,Panic Movement,"March 23, 2004",13,56,80
Tim McGraw,Live Like You Were Dying,"August 24, 2004",35,56,80
The Goodie Mob,One Monkey Don't Stop No Show,"June 29, 2004",27,56,80
The Catheters,Howling... It Grows And Grows!!!,"May 18, 2004",21,56,80
The Orb,Bicycles & Tricycles,"July 13, 2004",29,56,80
Keane,Hopes And Fears,"May 25, 2004",22,56,80
Badly Drawn Boy,One Plus One Is One,"July 27, 2004",31,56,80
George Michael,Patience,"May 18, 2004",21,56,80
Headset,Space Settings,"June 29, 2004",27,56,80
Maritime,Glass Floor,"June 1, 2004",23,56,80
VHS or Beta,Night On Fire,"September 21, 2004",39,56,80
Paul Westerberg,Folker,"September 7, 2004",37,56,80
"Son, Ambulance",Key,"October 26, 2004",44,56,80
Client,City,"September 21, 2004",39,56,80
Chingy,Powerballin',"November 16, 2004",47,56,80
The Special Goodness,Land Air Sea,"January 20, 2004",4,56,80
Mos Def,New Danger,"October 12, 2004",42,56,80
Courtney Love,America's Sweetheart,"February 10, 2004",7,56,80
They Might Be Giants,The Spine,"July 13, 2004",29,56,80
For Stars,...it falls apart,"June 29, 2004",27,56,80
Papa Roach,Getting Away With Murder,"August 31, 2004",36,56,80
The Crystal Method,Legion Of Boom,"January 13, 2004",3,56,80
Ashlee Simpson,Autobiography,"July 20, 2004",30,56,80
Roni Size,Return To V,"November 2, 2004",45,56,80
The Corrs,Borrowed Heaven,"June 8, 2004",24,56,80
D12,D12 World,"April 27, 2004",18,56,80
Voodoo Child,Baby Monkey,"January 27, 2004",5,56,80
JC Chasez,Schizophrenic,"February 24, 2004",9,56,80
The Music,Welcome To The North,"October 19, 2004",43,56,80
Gold Chains And Sue Cie,When The World Was Our Friend,"October 12, 2004",42,56,80
Bravecaptain,All Watched Over By Machines of Loving Grace,"August 2, 2004",32,56,80
Mase,Welcome Back,"August 24, 2004",35,56,80
Har Mar Superstar,The Handler,"September 14, 2004",38,56,80
Xzibit,Weapons Of Mass Destruction,"December 14, 2004",51,56,80
Alanis Morissette,So-Called Chaos,"May 18, 2004",21,56,80
Travis Morrison,Travistan,"September 28, 2004",40,56,80
Kittie,Until The End,"July 27, 2004",31,56,80
R.E.M.,Around The Sun,"October 5, 2004",41,56,80
213,The Hard Way,"August 17, 2004",34,56,80
Brian Wilson,Gettin' In Over My Head,"June 22, 2004",26,35,24
Vanessa Carlton,Harmonium,"November 9, 2004",46,35,24
Shyne,Godfather Buried Alive,"August 10, 2004",33,35,24
Good Charlotte,The Chronicles Of Life And Death,"October 5, 2004",41,35,24
Janet Jackson,Damita Jo,"March 30, 2004",14,35,24
Moving Units,Dangerous Dreams,"October 12, 2004",42,35,24
Starsailor,Silence Is Easy,"January 27, 2004",5,35,24
Beep Beep,Business Casual,"August 24, 2004",35,35,24
Fatboy Slim,Palookaville,"October 5, 2004",41,35,24
The Prodigy,"Always Outnumbered, Never Outgunned","September 14, 2004",38,35,24
Uncle Kracker,Seventy Two & Sunny,"June 29, 2004",27,35,24
Cake,Pressure Chief,"October 5, 2004",41,35,24
Helmet,Size Matters,"October 5, 2004",41,35,24
Duran Duran,Astronaut,"October 12, 2004",42,35,24
Destiny's Child,Destiny Fulfilled,"November 16, 2004",47,35,24
Mooney Suzuki,Alive & Amplified,"August 24, 2004",35,35,24
Method Man,Tical 0: The Prequel,"May 18, 2004",21,35,24
The Vines,Winning Days,"March 23, 2004",13,35,24
Radio 4,Stealing Of A Nation,"September 7, 2004",37,35,24
Paul Weller,Studio 150,"September 14, 2004",38,35,24
The Datsuns,Outta Sight / Outta Mind,"September 14, 2004",38,35,24
Ashanti,Concrete Rose,"December 14, 2004",51,35,24
Lenny Kravitz,Baptism,"May 18, 2004",21,35,24
Dirty Vegas,One,"November 30, 2004",49,35,24
