artist,album,date,week_num,meta_score,user_score
Mild High Club,Going Going Gone,"September 17, 2021",37,83,93
Fucked Up,Year of the Horse,"September 17, 2021",37,79,0
RP Boo,Established!,"September 17, 2021",37,68,0
Billy Idol,The Roadside [EP],"September 17, 2021",37,84,0
Injury Reserve,By The Time I Get To Phoenix,"September 15, 2021",37,78,86
Kacey Musgraves,Star-Crossed,"September 10, 2021",36,84,80
Low,Hey What,"September 10, 2021",36,85,88
Amyl and the Sniffers,Comfort To Me,"September 10, 2021",36,72,89
Common,"A Beautiful Revolution, Vol. 2","September 10, 2021",36,66,82
Various Artists,The Metallica Blacklist,"September 10, 2021",36,73,55
Sleigh Bells,Texis,"September 10, 2021",36,80,83
Matthew E. White,K Bay,"September 10, 2021",36,75,0
Park Hye Jin,Before I Die,"September 10, 2021",36,83,0
Saint Etienne,I've Been Trying to Tell You,"September 10, 2021",36,84,91
